Date,Open,High,Low,Close,Adj Close,Volume
2020-06-29,87.093086,91.482010,86.422043,90.776695,90.776695,5591643
2020-06-30,90.753853,92.729866,89.951454,92.347229,92.347229,5278915
2020-07-01,106.000000,107.430000,94.010002,105.669998,105.669998,12164800
2020-07-02,105.099998,108.449997,96.120003,98.919998,98.919998,7160800
2020-07-06,100.000000,100.529999,93.239998,94.699997,94.699997,13035100
2020-07-07,93.339996,94.760002,91.559998,92.000000,92.000000,8123400
2020-07-08,92.000000,95.870003,91.510002,94.199997,94.199997,4442200
2020-07-09,95.000000,97.900002,94.500000,96.320000,96.320000,4778100
2020-07-10,96.870003,102.150002,96.400002,100.389999,100.389999,4694000
2020-07-13,100.720001,101.470001,96.239998,96.919998,96.919998,4708400
2020-07-14,95.379997,99.175003,94.400002,97.930000,97.930000,6046800
2020-07-15,98.349998,99.000000,95.750000,96.430000,96.430000,2853800
2020-07-16,95.540001,95.809998,93.500000,94.459999,94.459999,2535600
2020-07-17,95.099998,95.870003,90.949997,91.750000,91.750000,4195200
2020-07-20,91.709999,98.980003,91.459999,97.169998,97.169998,6021600
2020-07-21,98.410004,98.410004,92.620003,93.930000,93.930000,3217500
2020-07-22,94.000000,96.019997,92.919998,93.370003,93.370003,2725400
2020-07-23,93.010002,94.440002,90.589996,91.150002,91.150002,1632800
2020-07-24,89.989998,91.800003,87.559998,90.360001,90.360001,2607300
2020-07-27,91.690002,93.779999,91.000000,91.769997,91.769997,4018100
2020-07-28,91.510002,101.900002,91.510002,98.440002,98.440002,7953500
2020-07-29,100.000000,103.500000,99.000000,102.790001,102.790001,4459400
2020-07-30,101.989998,104.330002,100.580002,102.349998,102.349998,3173300
2020-07-31,103.629997,103.970001,101.546997,102.699997,102.699997,3006600
2020-08-03,103.779999,110.860001,103.065002,110.404999,110.404999,4924600
2020-08-04,110.199997,110.470001,105.989998,107.570000,107.570000,3174800
2020-08-05,119.000000,123.000000,115.309998,120.709999,120.709999,6658100
2020-08-06,117.730003,118.004997,113.879997,113.970001,113.970001,4489600
2020-08-07,114.440002,116.250000,113.029999,115.879997,115.879997,2266800
2020-08-10,117.010002,119.489998,112.690002,115.650002,115.650002,4572400
2020-08-11,115.379997,118.389999,114.870003,115.500000,115.500000,2575300
2020-08-12,115.849998,118.000000,115.419998,115.919998,115.919998,2197700
2020-08-13,118.250000,118.250000,116.690002,117.440002,117.440002,2065400
2020-08-14,118.000000,121.440002,117.650002,118.800003,118.800003,2219700
2020-08-17,118.800003,119.790001,113.559998,114.105003,114.105003,4508000
2020-08-18,114.540001,116.459999,114.099998,115.209999,115.209999,4318500
2020-08-19,114.820000,118.464996,113.940002,114.150002,114.150002,4237500
2020-08-20,113.989998,115.529999,112.160004,113.080002,113.080002,1695100
2020-08-21,113.540001,114.699997,112.404999,112.550003,112.550003,2096400
2020-08-24,113.639999,114.962997,111.010002,111.900002,111.900002,1650400
2020-08-25,110.779999,112.519997,109.559998,112.279999,112.279999,1808400
2020-08-26,113.199997,114.080002,110.949997,112.529999,112.529999,1651600
2020-08-27,112.449997,113.269997,111.339996,111.529999,111.529999,2005900
2020-08-28,112.180000,113.559998,109.870003,111.500000,111.500000,1343300
2020-08-31,111.489998,112.250000,110.440002,111.680000,111.680000,2619500
2020-09-01,110.870003,115.250000,110.870003,113.410004,113.410004,2799800
2020-09-02,114.699997,117.620003,112.879997,117.489998,117.489998,3026700
2020-09-03,114.230003,114.820000,108.809998,110.540001,110.540001,2414800
2020-09-04,108.510002,110.949997,102.080002,105.940002,105.940002,3004000
2020-09-08,102.004997,105.544998,100.250000,102.059998,102.059998,3918400
2020-09-09,104.489998,106.670998,102.129997,105.559998,105.559998,2711100
2020-09-10,106.290001,108.370003,104.169998,105.459999,105.459999,2005400
2020-09-11,106.860001,106.860001,101.650002,103.650002,103.650002,2302400
2020-09-14,105.739998,109.269997,105.739998,108.260002,108.260002,3473700
2020-09-15,109.949997,111.660004,108.709999,110.980003,110.980003,2459900
2020-09-16,110.750000,111.394997,107.790001,108.300003,108.300003,4088500
2020-09-17,107.949997,108.459000,105.650002,107.559998,107.559998,2669000
2020-09-18,107.739998,109.769997,105.360001,108.410004,108.410004,6138400
2020-09-21,106.080002,107.250000,104.205002,106.849998,106.849998,2832300
2020-09-22,108.379997,108.790001,105.459999,106.510002,106.510002,2665700
2020-09-23,106.940002,107.254997,102.410004,102.889999,102.889999,2350200
2020-09-24,101.019997,105.129997,100.610001,103.430000,103.430000,1661600
2020-09-25,103.580002,107.522003,102.769997,105.750000,105.750000,1851700
2020-09-28,107.150002,109.839996,106.775002,108.589996,108.589996,2435300
2020-09-29,108.220001,109.379997,106.629997,109.120003,109.120003,3348000
2020-09-30,108.430000,111.790001,108.430000,110.650002,110.650002,2413600
2020-10-01,112.230003,116.580002,111.129997,116.209999,116.209999,2833600
2020-10-02,113.129997,115.900002,111.629997,111.940002,111.940002,1664000
2020-10-05,112.989998,115.150002,111.680000,114.050003,114.050003,1721600
2020-10-06,113.940002,115.820000,112.790001,114.209999,114.209999,1685900
2020-10-07,114.589996,115.489998,112.125000,114.500000,114.500000,2253900
2020-10-08,115.949997,117.489998,113.099998,113.449997,113.449997,2589800
2020-10-09,113.639999,114.400002,111.660004,112.379997,112.379997,1696700
2020-10-12,112.500000,113.940002,108.849998,110.300003,110.300003,2160200
2020-10-13,112.000000,113.400002,110.389999,111.160004,111.160004,2181600
2020-10-14,111.870003,112.504997,109.279999,109.769997,109.769997,1439400
2020-10-15,108.199997,112.103996,107.050003,111.169998,111.169998,1754500
2020-10-16,112.559998,113.070000,110.419998,112.209999,112.209999,1485600
2020-10-19,112.290001,115.605003,111.589996,113.000000,113.000000,1942000
2020-10-20,113.669998,116.565002,113.220001,114.860001,114.860001,1637400
2020-10-21,116.250000,119.320000,115.589996,118.059998,118.059998,2156300
2020-10-22,117.669998,118.110001,114.513000,116.720001,116.720001,1548300
2020-10-23,118.070000,120.379997,116.529999,120.300003,120.300003,1197600
2020-10-26,118.690002,122.000000,117.653000,119.260002,119.260002,1945700
2020-10-27,119.410004,127.419998,119.309998,125.779999,125.779999,3451300
2020-10-28,123.050003,123.449997,118.129997,118.519997,118.519997,2030400
2020-10-29,119.529999,123.690002,119.000000,122.120003,122.120003,1622300
2020-10-30,121.370003,123.269997,116.239998,116.779999,116.779999,2146500
2020-11-02,117.510002,121.349998,116.230003,118.980003,118.980003,2766500
2020-11-03,119.339996,123.230003,117.680000,121.629997,121.629997,3386600
2020-11-04,124.680000,129.309998,122.279999,128.690002,128.690002,4101800
2020-11-05,132.000000,138.500000,129.139999,134.970001,134.970001,5816700
2020-11-06,134.589996,136.210007,130.199997,132.559998,132.559998,2951500
2020-11-09,136.636993,141.804993,134.149994,137.220001,137.220001,4233300
2020-11-10,137.130005,139.259995,131.279999,132.220001,132.220001,3009600
2020-11-11,133.669998,137.360001,133.070007,133.410004,133.410004,1377500
2020-11-12,133.059998,135.600006,130.380005,131.259995,131.259995,1472800
2020-11-13,131.119995,132.750000,129.380005,131.600006,131.600006,1280800
2020-11-16,133.750000,137.220001,132.014999,134.830002,134.830002,2093000
2020-11-17,134.570007,135.179993,130.720001,131.350006,131.350006,2164300
2020-11-18,133.750000,134.100006,129.610001,131.350006,131.350006,1040800
2020-11-19,131.190002,135.154999,130.199997,132.309998,132.309998,1168500
2020-11-20,131.919998,135.000000,130.330002,130.570007,130.570007,1515500
2020-11-23,131.070007,139.070007,131.070007,138.229996,138.229996,2321700
2020-11-24,137.649994,138.940002,135.080002,138.669998,138.669998,2019700
2020-11-25,139.339996,141.630005,136.869995,139.009995,139.009995,1478500
2020-11-27,139.160004,143.089996,137.880005,139.630005,139.630005,931400
2020-11-30,139.110001,139.785004,135.302994,139.210007,139.210007,2222200
2020-12-01,141.210007,143.820007,140.820007,143.309998,143.309998,2085700
2020-12-02,142.100006,142.100006,137.389999,138.929993,138.929993,1582700
2020-12-03,138.080002,142.789993,138.000000,140.139999,140.139999,1650800
2020-12-04,139.720001,146.130005,139.699997,145.389999,145.389999,2359600
2020-12-07,144.309998,146.660004,142.800003,146.070007,146.070007,1350400
2020-12-08,146.559998,147.399994,144.029999,145.419998,145.419998,1226100
2020-12-09,146.630005,148.645004,142.660004,143.520004,143.520004,2018000
2020-12-10,143.149994,148.089996,141.639999,147.320007,147.320007,2535500
2020-12-11,146.809998,148.500000,144.759995,148.110001,148.110001,1933600
2020-12-14,149.600006,150.550003,144.649994,144.809998,144.809998,2522100
2020-12-15,146.500000,151.179993,145.649994,150.839996,150.839996,2497800
2020-12-16,152.750000,154.899994,151.610001,153.899994,153.899994,2403100
2020-12-17,155.000000,159.529999,148.389999,148.750000,148.750000,4123900
2020-12-18,150.929993,157.220001,150.000000,155.070007,155.070007,10984000
2020-12-21,152.259995,155.529999,148.679993,154.149994,154.149994,2188700
2020-12-22,153.910004,158.399994,153.289993,156.119995,156.119995,1754100
2020-12-23,157.570007,157.570007,153.160004,153.389999,153.389999,1090300
2020-12-24,153.039993,154.149994,151.339996,152.080002,152.080002,1111700
2020-12-28,153.639999,154.744995,146.809998,150.080002,150.080002,2549100
2020-12-29,151.000000,151.199997,148.240005,150.220001,150.220001,1425500
2020-12-30,152.199997,152.660004,150.300003,152.000000,152.000000,816600
2020-12-31,152.250000,152.690002,149.205002,151.190002,151.190002,1521700
2021-01-04,153.309998,153.990005,147.309998,149.919998,149.919998,1758900
2021-01-05,148.539993,151.839996,148.429993,150.289993,150.289993,860300
2021-01-06,147.699997,150.539993,147.160004,148.809998,148.809998,1807000
2021-01-07,149.490005,153.070007,149.460007,152.860001,152.860001,1785700
2021-01-08,154.199997,154.750000,148.753998,151.789993,151.789993,1226600
2021-01-11,151.619995,153.589996,148.270004,151.899994,151.899994,1628200
2021-01-12,152.000000,154.169998,150.729996,153.570007,153.570007,1310600
2021-01-13,154.000000,159.850006,153.580002,155.020004,155.020004,2148900
2021-01-14,156.789993,158.220001,148.029999,149.050003,149.050003,1907100
2021-01-15,149.070007,152.160004,145.089996,150.850006,150.850006,2543800
2021-01-19,151.500000,152.149994,144.009995,146.139999,146.139999,3839500
2021-01-20,147.259995,148.600006,146.190002,147.630005,147.630005,2675600
2021-01-21,148.589996,149.501007,143.360001,144.490005,144.490005,1965600
2021-01-22,143.000000,144.179993,139.550003,141.000000,141.000000,3141700
2021-01-25,141.589996,142.380005,133.360001,139.419998,139.419998,5523200
2021-01-26,139.419998,142.399994,137.552002,138.419998,138.419998,2080800
2021-01-27,135.740005,137.660004,130.000000,131.550003,131.550003,3581500
2021-01-28,132.389999,146.787003,132.199997,141.520004,141.520004,3649900
2021-01-29,141.179993,143.199997,137.160004,139.860001,139.860001,3202700
2021-02-01,142.410004,146.550003,141.304993,145.949997,145.949997,2040400
2021-02-02,149.199997,150.350006,146.399994,150.089996,150.089996,2767000
2021-02-03,146.000000,147.919998,137.580002,138.119995,138.119995,8964200
2021-02-04,141.770004,150.860001,141.199997,150.630005,150.630005,4898100
2021-02-05,151.460007,159.990005,149.699997,159.820007,159.820007,3531700
2021-02-08,160.169998,162.964996,156.770004,159.000000,159.000000,4194200
