"date","close"
2018-02-12,40.074242
2018-02-13,41.047974
2018-02-14,42.758423
2018-02-15,42.327244
2018-02-16,42.572815
2018-02-20,42.784122
2018-02-21,43.183895
2018-02-22,43.05825
2018-02-23,43.972015
2018-02-26,43.469444
2018-02-27,42.575672
2018-02-28,42.521416
2018-03-01,42.512852
2018-03-02,43.555111
2018-03-05,44.000572
2018-03-06,44.33181
2018-03-07,44.794403
2018-03-08,44.945744
2018-03-09,45.919476
2018-03-12,46.276413
2018-03-13,45.51685
2018-03-14,46.313534
2018-03-15,47.410049
2018-03-16,47.010281
2018-03-19,45.979439
2018-03-20,46.996002
2018-03-21,46.404911
2018-03-22,45.20274
2018-03-23,45.237007
2018-03-26,46.681896
2018-03-27,44.851513
2018-03-28,44.006283
2018-03-29,44.654484
2018-04-02,43.109653
2018-04-03,43.169617
2018-04-04,43.39806
2018-04-05,43.792118
2018-04-06,42.898342
2018-04-09,43.37236
2018-04-10,44.565964
2018-04-11,44.057682
2018-04-12,44.908623
2018-04-13,44.731583
2018-04-16,45.296974
2018-04-17,46.430611
2018-04-18,46.856083
2018-04-19,46.97316
2018-04-20,46.202171
2018-04-23,46.133636
2018-04-24,44.971443
2018-04-25,44.954311
2018-04-26,45.822388
2018-04-27,45.411194
2018-04-30,46.299259
2018-05-01,38.072529
2018-05-02,37.30154
2018-05-03,38.015419
2018-05-04,37.812679
2018-05-07,38.797829
2018-05-08,39.374641
2018-05-09,39.623074
2018-05-10,40.679611
2018-05-11,42.335808
2018-05-14,41.036552
2018-05-15,41.324959
2018-05-16,41.444889
2018-05-17,41.707596
2018-05-18,42.261566
2018-05-21,42.695602
2018-05-22,42.461452
2018-05-23,43.389492
2018-05-24,43.420902
2018-05-25,43.649342
2018-05-29,43.112507
2018-05-30,43.966305
2018-05-31,44.3004
2018-06-01,45.259853
2018-06-04,45.331238
2018-06-05,45.465446
2018-06-06,45.456882
2018-06-07,44.583096
2018-06-08,44.88007
2018-06-11,44.988579
2018-06-12,45.830956
2018-06-13,45.673901
2018-06-14,46.333523
2018-06-15,46.473446
2018-06-18,47.038834
2018-06-19,46.519131
2018-06-20,46.116505
2018-06-21,45.92804
2018-06-22,45.259853
2018-06-25,44.029125
2018-06-26,44.38892
2018-06-27,43.166763
2018-06-28,43.495148
2018-06-29,43.54369
2018-07-02,43.874928
2018-07-03,43.712166
2018-07-05,43.920616
2018-07-06,44.403198
2018-07-09,44.366077
2018-07-10,43.560822
2018-07-11,43.335236
2018-07-12,44.383209
2018-07-13,44.134781
2018-07-16,44.080524
2018-07-17,44.231869
2018-07-18,43.849228
2018-07-19,43.557968
2018-07-20,43.332382
2018-07-23,43.872074
2018-07-24,43.60651
2018-07-25,44.948601
2018-07-26,44.294689
2018-07-27,43.055397
2018-07-30,41.556255
2018-07-31,42.047401
2018-08-01,42.021702
2018-08-02,43.537979
2018-08-03,43.60651
2018-08-06,44.280411
2018-08-07,44.534554
2018-08-08,47.958309
2018-08-09,52.141632
2018-08-10,55.111366
2018-08-13,54.588806
2018-08-14,54.246143
2018-08-15,52.981155
2018-08-16,52.889778
2018-08-17,54.33181
2018-08-20,54.39463
2018-08-21,54.037693
2018-08-22,55.356937
2018-08-23,56.116505
2018-08-24,56.910336
2018-08-27,57.227299
2018-08-28,57.047401
2018-08-29,56.661907
2018-08-30,55.810966
2018-08-31,56.31068
2018-09-04,57.921188
2018-09-05,55.87093
2018-09-06,55.825245
2018-09-07,57.495716
2018-09-10,58.252426
2018-09-11,59.708736
2018-09-12,60.790977
2018-09-13,63.520844
2018-09-14,62.749859
2018-09-17,61.356369
2018-09-18,63.089664
2018-09-19,62.364365
2018-09-20,61.416332
2018-09-21,60.105656
2018-09-24,59.588806
2018-09-25,61.016563
2018-09-26,61.636208
2018-09-27,62.113079
2018-09-28,61.884636
2018-10-01,60.117077
2018-10-02,60.125641
2018-10-03,60.625359
2018-10-04,60.08852
2018-10-05,59.463165
2018-10-08,58.101086
2018-10-09,57.587093
2018-10-10,54.728725
2018-10-11,55.168476
2018-10-12,57.535694
2018-10-15,56.636208
2018-10-16,59.391777
2018-10-17,58.954884
2018-10-18,57.415764
2018-10-19,55.865219
2018-10-22,56.790405
2018-10-23,56.530556
2018-10-24,54.040546
2018-10-25,55.228439
2018-10-26,53.68932
2018-10-29,53.814964
2018-10-30,55.191319
2018-10-31,56.136494
2018-11-01,57.64135
2018-11-02,56.753284
2018-11-05,56.256424
2018-11-06,56.27356
2018-11-07,52.886921
2018-11-08,53.201027
2018-11-09,53.269562
2018-11-12,51.382069
2018-11-13,52.966877
2018-11-14,51.60194
2018-11-15,52.966877
2018-11-16,52.167332
2018-11-19,47.775558
2018-11-20,48.041119
2018-11-21,49.825813
2018-11-23,49.723015
2018-11-26,50.108509
2018-11-27,48.877785
2018-11-28,50.476871
2018-11-29,51.479156
2018-11-30,50.816677
2018-12-03,52.415764
2018-12-04,50.759567
2018-12-06,53.032555
2018-12-07,51.145061
2018-12-10,51.182182
2018-12-11,51.059395
2018-12-12,52.744144
2018-12-13,51.818962
2018-12-14,52.527126
2018-12-17,50.091377
2018-12-18,50.571102
2018-12-19,50.679611
2018-12-20,49.294689
2018-12-21,47.487148
2018-12-24,47.915478
2018-12-26,51.504852
2018-12-27,52.247288
2018-12-28,51.736153
2018-12-31,52.267277
2019-01-02,51.467731
2019-01-03,49.543118
2019-01-04,52.255856
2019-01-07,51.693317
2019-01-08,52.904057
2019-01-09,52.915478
2019-01-10,52.921188
2019-01-11,52.30154
2019-01-14,51.876072
2019-01-15,54.534554
2019-01-16,54.288979
2019-01-17,55.462593
2019-01-18,57.113079
2019-01-22,56.473446
2019-01-23,57.632782
2019-01-24,58.537979
